Token_ID,Token,POS,Number,Case,Gender,Person,Tense,Voice,Mood,Lemma
Sen_1,Gallia,NOUN,Sg.,Nom.,f,NaN,NaN,NaN,NaN,Gallia
Sen_1,est,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,sum
Sen_1,omnis,ADJ,Sg.,Nom.,f,NaN,NaN,NaN,NaN,omnis
Sen_1,divisa,PART,Sg.,Nom.,f,NaN,Praes.,pass.,NaN,divido
Sen_1,in,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,in
Sen_1,partes,NOUN,Pl.,Acc.,f,NaN,NaN,NaN,NaN,pars
Sen_1,tres,NUM,Pl.,Acc.,f,NaN,NaN,NaN,NaN,tres
Sen_1,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_1,quarum,PRON,Sg.,Gen.,f,NaN,NaN,NaN,NaN,qui
Sen_1,unam,NUM,Sg.,Acc.,f,NaN,NaN,NaN,NaN,unus
Sen_1,incolunt,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,incolo
Sen_1,Belgae,NOUN,Pl.,Nom.,m,NaN,NaN,NaN,NaN,Belgae
Sen_1,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_1,aliam,PRON,Sg.,Acc.,f,NaN,NaN,NaN,NaN,alius
Sen_1,Aquitani,NOUN,Pl.,Nom.,m,NaN,NaN,NaN,NaN,Aquitani
Sen_1,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_1,terciam,NUM,Sg.,Acc.,f,NaN,NaN,NaN,NaN,tercius
Sen_1,qui,PRON,Sg.,Nom.,m,NaN,NaN,NaN,NaN,qui
Sen_1,ipsorum,PRON,Sg.,Gen.,m,NaN,NaN,NaN,NaN,ipse
Sen_1,lingua,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,lingua
Sen_1,Celtae,NOUN,Pl.,Nom.,m,NaN,NaN,NaN,NaN,Celtae
Sen_1,",",PUNCT,NaN,NaN,m,NaN,NaN,NaN,NaN,","
Sen_1,nostra,PRON,Pl.,Abl.,f,NaN,NaN,NaN,NaN,noster
Sen_1,Galli,NOUN,Pl.,Nom.,m,NaN,NaN,NaN,NaN,Galli
Sen_1,appellantur,VERB,Pl.,NaN,NaN,3,Praes.,pass.,ind.,appello
Sen_1,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_2,Hi,PRON,Pl.,Nom.,m,NaN,NaN,NaN,NaN,hic
Sen_2,omnes,PRON,Pl.,Nom.,m,NaN,NaN,NaN,NaN,omnis
Sen_2,lingua,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,lingua
Sen_2,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_2,institutis,NOUN,Sg.,Abl.,n,NaN,NaN,NaN,NaN,institutum
Sen_2,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_2,legibus,NOUN,Pl.,Abl.,f,NaN,NaN,NaN,NaN,lex
Sen_2,inter,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,inter
Sen_2,se,PRON,Sg.,Acc.,NaN,NaN,NaN,NaN,NaN,sui
Sen_2,differunt,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,differo
Sen_2,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_3,Gallos,NOUN,Pl.,Acc.,m,NaN,NaN,NaN,NaN,Galli
Sen_3,ab,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ab
Sen_3,Aquitanis,NOUN,Pl.,Acc.,m,NaN,NaN,NaN,NaN,Aquitani
Sen_3,Garumna,NOUN,Sg.,Nom.,f,NaN,NaN,NaN,NaN,Garumna
Sen_3,flumen,NOUN,Sg.,Nom.,n,NaN,NaN,NaN,NaN,flumen
Sen_3,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_3,a,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,a
Sen_3,Belgis,NOUN,Pl.,Abl.,m,NaN,NaN,NaN,NaN,Belgi
Sen_3,Matrona,NOUN,Sg.,Nom.,f,NaN,NaN,NaN,NaN,Matrona
Sen_3,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_3,Sequana,NOUN,Sg.,Nom.,f,NaN,NaN,NaN,NaN,Sequana
Sen_3,dividit,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,divido
Sen_3,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_4,Horum,PRON,Pl.,Gen.,m,NaN,NaN,NaN,NaN,hic
Sen_4,omnium,PRON,Pl.,Gen.,m,NaN,NaN,NaN,NaN,omnis
Sen_4,fortissimi,ADJ,Pl.,Nom.,m,NaN,NaN,NaN,NaN,fortis
Sen_4,sunt,VERB,Pl.,NaN,NaN,3,Praes.,act.,NaN,sum
Sen_4,Belgae,NOUN,Pl.,Nom.,m,NaN,NaN,NaN,NaN,Belgae
Sen_4,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_4,propterea,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,propterea
Sen_4,quod,PRON,Sg.,Acc.,n,NaN,NaN,NaN,NaN,qui
Sen_4,a,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,a
Sen_4,cultu,NOUN,Sg.,Abl.,m,NaN,NaN,NaN,NaN,cultus
Sen_4,atque,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,atque
Sen_4,humanitate,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,humanitas
Sen_4,provinciae,NOUN,Sg.,Gen.,f,NaN,NaN,NaN,NaN,provincia
Sen_4,longissime,ADV,Sg.,NaN,NaN,NaN,NaN,NaN,NaN,longus
Sen_4,absunt,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,absum
Sen_4,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_4,minimeque,ADV,Sg.,NaN,NaN,NaN,NaN,NaN,NaN,minimus
Sen_4,ad,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ad
Sen_4,eos,PRON,Sg.,Acc.,m,NaN,NaN,NaN,NaN,is
Sen_4,mercatores,NOUN,Pl.,Nom.,m,NaN,NaN,NaN,NaN,mercator
Sen_4,saepe,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,saepe
Sen_4,commeant,VERB,Pl.,NaN,NaN,3,Praes.,NaN,NaN,commeo
Sen_4,atque,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,atque
Sen_4,ea,PRON,Sg.,Nom.,f,NaN,NaN,NaN,NaN,is
Sen_4,quae,PRON,Sg.,Nom.,f,NaN,NaN,NaN,NaN,qui
Sen_4,ad,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ad
Sen_4,effeminandos,ADJ,NaN,Acc.,m,NaN,NaN,NaN,NaN,effeminandus
Sen_4,animos,NOUN,Sg.,Acc.,m,NaN,NaN,NaN,NaN,animus
Sen_4,pertinent,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,pertineo
Sen_4,important,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,importo
Sen_4,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_4,proximique,ADJ,Pl.,Nom.,m,NaN,NaN,NaN,NaN,proximus
Sen_4,sunt,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,sum
Sen_4,Germanis,NOUN,Pl.,Dat.,m,NaN,NaN,NaN,NaN,Germani
Sen_4,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_4,qui,PRON,Pl.,Nom.,m,NaN,NaN,NaN,NaN,qui
Sen_4,trans,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,trans
Sen_4,Rhenum,NOUN,Sg.,Acc.,m,NaN,NaN,NaN,NaN,Rhenum
Sen_4,incolunt,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,incolo
Sen_4,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_4,quibiscum,PRON,Pl.,NaN,m,NaN,NaN,NaN,NaN,qui
Sen_4,continenter,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,continenter
Sen_4,bellum,NOUN,Sg.,Acc.,n,NaN,NaN,NaN,NaN,bellum
Sen_4,gerunt,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,gero
Sen_4,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_5,Qua,PRON,Sg.,Abl.,f,NaN,NaN,NaN,NaN,qui
Sen_5,de,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,de
Sen_5,causa,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,causa
Sen_5,Helvetii,NOUN,Pl.,Nom.,m,NaN,NaN,NaN,NaN,Helvetii
Sen_5,quoque,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,quoque
Sen_5,reliquos,ADJ,Pl.,Acc.,m,NaN,NaN,NaN,NaN,reliquus
Sen_5,Gallos,NOUN,Pl.,Acc.,m,NaN,NaN,NaN,NaN,Galli
Sen_5,virtute,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,virtus
Sen_5,praecedunt,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,praecedo
Sen_5,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_5,quod,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,quod
Sen_5,fere,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,fere
Sen_5,cotidianis,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,cotidianis
Sen_5,proelis,NOUN,Pl.,Abl.,n,NaN,NaN,NaN,NaN,proelium
Sen_5,cum,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,cum
Sen_5,Germanis,NOUN,Pl.,Abl.,m,NaN,NaN,NaN,NaN,Germani
Sen_5,contendunt,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,contendo
Sen_5,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_5,cum,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,cum
Sen_5,aut,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,aut
Sen_5,suis,PRON,Pl.,Abl.,m,NaN,NaN,NaN,NaN,suus
Sen_5,finibus,NOUN,Pl.,Abl.,m,NaN,NaN,NaN,NaN,finis
Sen_5,eos,PRON,Pl.,Acc.,m,NaN,NaN,NaN,NaN,is
Sen_5,prohibent,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,prohibeo
Sen_5,aut,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,aut
Sen_5,ipsi,PRON,Pl.,Nom.,m,NaN,NaN,NaN,NaN,ipse
Sen_5,in,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,in
Sen_5,eorum,PRON,Pl.,Gen.,m,NaN,NaN,NaN,NaN,is
Sen_5,finibus,NOUN,Pl.,Abl.,m,NaN,NaN,NaN,NaN,finis
Sen_5,bellum,NOUN,Sg.,Acc.,n,NaN,NaN,NaN,NaN,bellum
Sen_5,gerunt,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,gero
Sen_5,.,,,,,,,,,
Sen_6,Qua,PRON,Sg.,Abl.,f,NaN,NaN,NaN,NaN,
Sen_6,de,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,de
Sen_6,causa,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,causa
Sen_6,Helvetii,NOUN,Pl.,Nom.,m,NaN,NaN,NaN,NaN,Helvetii
Sen_6,quoque,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,quoque
Sen_6,reliquos,ADJ,Pl.,Acc.,m,NaN,NaN,NaN,NaN,reliquus
Sen_6,Gallos,NOUN,Pl.,Acc.,m,NaN,NaN,NaN,NaN,Galli
Sen_6,virtute,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,virtus
Sen_6,praecedunt,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,praecedo
Sen_6,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_6,quod,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,quod
Sen_6,fere,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,fere
Sen_6,cotidiandis,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,cotidianis
Sen_6,proelis,NOUN,Pl.,Abl.,n,NaN,NaN,NaN,NaN,proelium
Sen_6,cum,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,cum
Sen_6,Germanis,NOUN,Pl.,Abl.,m,NaN,NaN,NaN,NaN,Germani
Sen_6,contendunt,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,contendo
Sen_6,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_6,cum,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,cum
Sen_6,aut,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,aut
Sen_6,suis,PRON,Pl.,Abl.,m,NaN,NaN,NaN,NaN,suus
Sen_6,finibus,NOUN,Pl.,Abl.,m,NaN,NaN,NaN,NaN,finis
Sen_6,eos,PRON,Pl.,Acc.,m,NaN,NaN,NaN,NaN,is
Sen_6,prohibent,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,prohibeo
Sen_6,aut,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,aut
Sen_6,ipsi,PRON,Pl.,Nom.,m,NaN,NaN,NaN,NaN,ipse
Sen_6,in,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,in
Sen_6,eorum,PRON,Pl.,Gen.,m,NaN,NaN,NaN,NaN,is
Sen_6,finibus,NOUN,Pl.,Abl.,m,NaN,NaN,NaN,NaN,finis
Sen_6,bellum,NOUN,Sg.,Acc.,n,NaN,NaN,NaN,NaN,bellum
Sen_6,gerunt,VERB,Pl.,NaN,NaN,3,Praes.,act.,ind.,gero
Sen_6,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_7,Eorum,PRON,Pl.,Gen.,m,NaN,NaN,NaN,NaN,is
Sen_7,una,ADJ,Sg.,Nom.,f,NaN,NaN,NaN,NaN,unus
Sen_7,pars,NOUN,Sg.,Nom.,f,NaN,NaN,NaN,NaN,pars
Sen_7,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_7,quam,PRON,Sg.,Acc.,f,NaN,NaN,NaN,NaN,qui
Sen_7,Gallos,NOUN,Pl.,Acc.,m,NaN,NaN,NaN,NaN,Gallus
Sen_7,obtinere,VERB,NaN,NaN,NaN,NaN,Praes.,act.,inf.,obtineo
Sen_7,dictum,VERB,Sg.,Nom.,n,NaN,Perf.,pass.,inf.,dico
Sen_7,est,VERB,Sg.,NaN,NaN,3,Praes.,pass.,ind.,sum
Sen_7,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_7,initium,NOUN,Sg.,Acc.,n,NaN,NaN,NaN,NaN,initium
Sen_7,capit,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,
Sen_7,a,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,a 
Sen_7,flumine,NOUN,Sg.,Abl.,n,NaN,NaN,NaN,NaN,flumen
Sen_7,Rhodano,NOUN,Sg.,Abl.,m,NaN,NaN,NaN,NaN,Rhodanus
Sen_7,;,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,;
Sen_7,continetur,VERB,Sg.,NaN,NaN,3,Praes.,pass.,ind.,contineo
Sen_7,Garumna,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,Grauma
Sen_7,flumine,NOUN,Sg.,Abl.,n,NaN,NaN,NaN,NaN,flumen
Sen_7,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_7,Oceano,NOUN,Sg.,Abl.,m,NaN,NaN,NaN,NaN,Oceanus
Sen_7,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_7,finibus,NOUN,Pl.,Abl.,m,NaN,NaN,NaN,NaN,finis
Sen_7,Belgarum,NOUN,Pl.,Gen.,m,NaN,NaN,NaN,NaN,Belgae
Sen_7,;,NOUN,Pl.,Gen.,m,NaN,NaN,NaN,NaN,Belgae
Sen_7,attingit,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,attingo
Sen_7,etiam,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,etiam
Sen_7,ab,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ab
Sen_7,Sequanis,NOUN,Pl.,Abl.,m,NaN,NaN,NaN,NaN,Sequani
Sen_7,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_7,Helvetiis,NOUN,Pl.,Abl.,m,NaN,NaN,NaN,NaN,Helvetii
Sen_7,flumen,NOUN,Sg.,Acc.,n,NaN,NaN,NaN,NaN,flumen
Sen_7,Rhenum,NOUN,Sg.,Acc.,m,NaN,NaN,NaN,NaN,Rhenus
Sen_7,;,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,;
Sen_7,vergit,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,vergo
Sen_7,ad,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ad
Sen_7,septentriones,NOUN,Pl.,Acc.,m,NaN,NaN,NaN,NaN,septentrio
Sen_7,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_7,orientem,NOUN,Sg.,Acc.,m,NaN,NaN,NaN,NaN,oriens
Sen_7,solem,NOUN,Sg.,Acc.,m,NaN,NaN,NaN,NaN,sol
Sen_8,Aquitania,NOUN,Sg.,Nom.,f,NaN,NaN,NaN,NaN,Aquitania
Sen_8,a,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,a
Sen_8,Garumna,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,Garumna
Sen_8,flumine,NOUN,Sg.,Abl.,n,NaN,NaN,NaN,NaN,flumen
Sen_8,ad,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ad
Sen_8,Pyrenaeos,ADJ,Pl.,Acc.,m,NaN,NaN,NaN,NaN,Pyrenaeus
Sen_8,montes,NOUN,Pl.,Acc.,m,NaN,NaN,NaN,NaN,mons
Sen_8,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_8,eam,PRON,Sg.,Acc.,f,NaN,NaN,NaN,NaN,is
Sen_8,partem,NOUN,Sg.,Acc.,f,NaN,NaN,NaN,NaN,pars
Sen_8,Oceani,NOUN,Sg.,Gen.,m,NaN,NaN,NaN,NaN,Oceanus
Sen_8,quae,PRON,Sg.,Nom.,f,NaN,NaN,NaN,NaN,qui
Sen_8,est,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,sum
Sen_8,ad,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ad
Sen_8,Hispaniam,NOUN,Sg.,Acc.,f,NaN,NaN,NaN,NaN,Hispania
Sen_8,pertinet,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,pertineo
Sen_8,;,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,;
Sen_8,spectat,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,specto
Sen_8,inter,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,inter
Sen_8,occasum,NOUN,Sg.,Acc.,m,NaN,NaN,NaN,NaN,occasus
Sen_8,solis,NOUN,Sg.,Gen.,m,NaN,NaN,NaN,NaN,sol
Sen_8,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_8,septentriones,NOUN,Pl.,Acc.,m,NaN,NaN,NaN,NaN,septentrio
Sen_8,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_9,Apud,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,apud
Sen_9,Helvetios,NOUN,Pl.,Acc.,m,NaN,NaN,NaN,NaN,Helvetii
Sen_9,longe,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,longe
Sen_9,nobillissimus,ADJ,Sg.,Nom.,m,NaN,NaN,NaN,NaN,nobilis
Sen_9,fuit,VERB,Sg.,NaN,NaN,3,Perf.,act.,ind.,sum
Sen_9,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_9,ditissimun,ADJ,Sg.,Nom.,m,NaN,NaN,NaN,NaN,dives
Sen_9,Orgetorix,NOUN,Sg.,Nom.,m,NaN,NaN,NaN,NaN,Orgetorix
Sen_9,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_10,Is,PRON,Sg.,Nom.,m,NaN,NaN,NaN,NaN,is
Sen_10,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_10,M,NOUN,Sg.,Abl.,m,NaN,NaN,NaN,NaN,Marcus
Sen_10,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_10,Messala,NOUN,Sg.,Abl.,m,NaN,NaN,NaN,NaN,Messala
Sen_10,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_10,M,NOUN,Sg.,Abl.,m,NaN,NaN,NaN,NaN,Marcus
Sen_10,.,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.
Sen_10,Pupio,NOUN,Sg.,Abl.,m,NaN,NaN,NaN,NaN,Pupius
Sen_10,Pisone,NOUN,Sg.,Abl.,m,NaN,NaN,NaN,NaN,Piso
Sen_10,consulibus,NOUN,Pl.,Abl.,m,NaN,NaN,NaN,NaN,consul
Sen_10,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_10,regni,NOUN,Sg.,Gen.,n,NaN,NaN,NaN,NaN,regnum
Sen_10,cupiditate,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,cupiditas
Sen_10,inductus,VERB,Sg.,Nom.,m,NaN,Perf.,pass.,part.,induco
Sen_10,coniurationem,NOUN,Sg.,Acc.,f,NaN,NaN,NaN,NaN,coniuratio
Sen_10,nobilitatis,NOUN,Sg.,Gen.,f,NaN,NaN,NaN,NaN,nobilitas
Sen_10,fecit,VERB,Sg.,NaN,NaN,3,Perf.,act.,ind.,facio
Sen_10,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_10,et,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,et
Sen_10,civitati,NOUN,Sg.,Dat.,f,NaN,NaN,NaN,NaN,civitas
Sen_10,persuasit,VERB,Sg.,NaN,NaN,3,Perf.,act.,ind.,persuadeo
Sen_10,ut,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ut
Sen_10,de,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,de
Sen_10,finibus,NOUN,Pl.,Abl.,m,NaN,NaN,NaN,NaN,finis
Sen_10,suis,PRON,Pl.,Abl.,m,NaN,NaN,NaN,NaN,suus
Sen_10,cum,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,cum
Sen_10,omnibus,ADJ,Pl.,Abl.,f,NaN,NaN,NaN,NaN,omnis
Sen_10,copiis,NOUN,Pl.,Abl.,f,NaN,NaN,NaN,NaN,copia
Sen_10,exirent,VERB,Pl.,NaN,NaN,3,Imp.,act.,subj.,exeo
Sen_10,:,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,:
Sen_10,perfacile,ADJ,Sg.,Nom.,n,NaN,NaN,NaN,NaN,perfacilis
Sen_10,esse,VERB,NaN,NaN,NaN,NaN,Praes.,act.,inf.,sum
Sen_10,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_10,cum,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,cum
Sen_10,virtute,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,virtus
Sen_10,omnibus,ADJ,Pl.,Dat.,m,NaN,NaN,NaN,NaN,omnis
Sen_10,"praestarent,",VERB,Pl.,NaN,NaN,3,Imp.,act.,subj.,praesto
Sen_10,totius,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_10,Galliae,ADJ,Sg.,Gen.,f,NaN,NaN,NaN,NaN,totus
Sen_10,imperio,NOUN,Sg.,Gen.,f,NaN,NaN,NaN,NaN,Gallia
Sen_10,potiri,NOUN,Sg.,Abl.,n,NaN,NaN,NaN,NaN,imperium
Sen_10,.,VERB,NaN,NaN,NaN,NaN,Praes.,dep.,inf.,potior
Sen_11,Id,PRON,Sg.,Nom.,n,NaN,NaN,NaN,NaN,id
Sen_12,hoc,PRON,Sg.,Abl.,n,NaN,NaN,NaN,NaN,hic
Sen_12,facilius,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,facilis
Sen_12,iis,PRON,Pl.,Dat.,m,NaN,NaN,NaN,NaN,is
Sen_12,persuasit,VERB,Sg.,NaN,NaN,3,Perf.,act.,ind.,persuadeo
Sen_12,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_12,quod,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,quod
Sen_12,undique,ADV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,undique
Sen_12,loci,NOUN,Pl.,Nom.,m,NaN,NaN,NaN,NaN,locus
Sen_12,natura,NOUN,Sg.,Nom.,f,NaN,NaN,NaN,NaN,natura
Sen_12,Helvetii,NOUN,Pl.,Nom.,m,NaN,NaN,NaN,NaN,Helvetii
Sen_12,continentur,VERB,Pl.,NaN,NaN,3,Praes.,pass.,ind.,contineo
Sen_12,:,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,:
Sen_12,una,ADJ,Sg.,Abl.,f,NaN,NaN,NaN,NaN,unus
Sen_12,ex,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ex
Sen_12,parte,NOUN,Sg.,Abl.,f,NaN,NaN,NaN,NaN,pars
Sen_12,flumine,NOUN,Sg.,Abl.,n,NaN,NaN,NaN,NaN,flumen
Sen_12,Rheno,NOUN,Sg.,Abl.,m,NaN,NaN,NaN,NaN,Rhenus
Sen_12,latissimo,ADJ,Sg.,Abl.,m,NaN,NaN,NaN,NaN,latus
Sen_12,atque,CONJ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,atque
Sen_12,altissimo,ADJ,Sg.,Abl.,m,NaN,NaN,NaN,NaN,altus
Sen_12,",",PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,","
Sen_12,qui,PRON,Sg.,Nom.,m,NaN,NaN,NaN,NaN,qui
Sen_12,agrum,NOUN,Sg.,Acc.,m,NaN,NaN,NaN,NaN,ager
Sen_12,Helvetium,ADJ,Sg.,Acc.,m,NaN,NaN,NaN,NaN,Helvetius
Sen_12,a,PREP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,a
Sen_12,Germanis,NOUN,Pl.,Abl.,m,NaN,NaN,NaN,NaN,Germani
Sen_12,dividit,VERB,Sg.,NaN,NaN,3,Praes.,act.,ind.,divido
Sen_12,;,PUNCT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,;
Sen_12,altera,ADJ,Sg.,Abl.,f,NaN,NaN,NaN,NaN,alter
